d000.s000.t000	A1
d000.s000.t002	C1
d000.s000.t003	B2
d000.s000.t005	C1
d000.s001.t004	B2
d000.s001.t006	B1
d000.s001.t008	B1
d000.s001.t010	B2
d000.s002.t000	B1
d000.s002.t001	A2
d000.s002.t002	B2
d000.s002.t003	B1
d000.s003.t000	C2
d000.s003.t004	A2
d000.s003.t006	B2
d000.s003.t008	C2
d000.s004.t000	C1
d000.s004.t002	B2
d000.s004.t003	B1
d000.s005.t001	B1
d000.s006.t002	B1
d000.s006.t003	B1
d000.s006.t004	A1
d000.s007.t000	A1
d000.s007.t001	A2
d000.s007.t004	B1
d000.s008.t002	A1
d000.s008.t003	B1
d000.s008.t004	B1
d000.s008.t005	B2
d000.s009.t000	B1
d000.s009.t001	B1
d000.s009.t004	C1
d000.s009.t005	A2
d000.s009.t006	B1
d000.s009.t007	B1
d000.s010.t001	B1
d000.s010.t003	B2
d000.s010.t006	B1
d000.s011.t000	B1
d000.s011.t002	B1
d000.s011.t003	B1
d000.s011.t005	A2
d000.s011.t007	B1
d000.s011.t008	A2
d000.s011.t009	C1
d000.s012.t000	C1
d000.s012.t001	B1
d000.s012.t004	B1
d000.s012.t005	A1
d000.s012.t006	B1
d000.s012.t007	A1
d000.s012.t009	A2
d000.s012.t010	A1
d000.s012.t012	B1
d000.s013.t000	B1
d000.s013.t000	C1
d000.s013.t001	C1
d000.s013.t002	B1
d000.s013.t004	A1
d000.s013.t006	A1
d000.s013.t007	A1
d000.s013.t007	A2
d000.s013.t008	B1
d000.s013.t009	B1
d000.s013.t010	B1
d000.s013.t011	B1
d000.s014.t000	B1
d000.s014.t001	A1
d000.s014.t001	A2
d000.s014.t004	B2
d000.s015.t002	A2
d000.s015.t002	B1
d000.s015.t003	B2
d000.s016.t001	A2
d000.s016.t002	A1
d000.s016.t004	A2
d000.s017.t000	B1
d000.s017.t001	B1
d000.s017.t003	C2
d000.s017.t006	B2
d000.s018.t001	C1
d000.s018.t002	B1
d000.s018.t003	C1
d000.s019.t000	A2
d000.s019.t001	B2
d000.s019.t002	C2
d000.s019.t003	B1
d000.s019.t004	B2
d000.s019.t007	A2
d000.s020.t000	B1
d000.s020.t001	A1
d000.s020.t002	C1
d000.s020.t004	B2
d000.s021.t001	B2
d000.s021.t003	A2
d000.s021.t004	B2
d000.s022.t001	B2
d000.s022.t002	A2
d000.s022.t003	A1
d000.s022.t004	B2
d000.s022.t006	B2
d000.s022.t008	A1
d000.s022.t010	B1
d000.s023.t000	A2
d000.s023.t005	B1
d000.s023.t007	B1
d000.s023.t012	B2
d000.s024.t000	A1
d000.s024.t001	B1
d000.s024.t002	B2
d000.s024.t004	B2
d000.s024.t005	B1
d000.s024.t008	A1
d000.s024.t009	A1
d000.s024.t011	A1
d000.s024.t012	A1
d000.s024.t013	C1
d000.s024.t014	C1
d000.s024.t015	B2
d000.s025.t000	A2
d000.s025.t001	C1
d000.s025.t002	B1
d000.s025.t003	A1
d000.s025.t006	B1
d000.s025.t006	B2
d000.s026.t001	A1
d000.s026.t003	B1
d000.s026.t004	B1
d000.s026.t004	B2
d000.s026.t005	B1
d000.s026.t006	B1
d000.s026.t007	A2
d000.s026.t008	B1
d000.s027.t002	B2
d000.s027.t003	A2
d000.s027.t004	B2
d000.s027.t005	B2
d000.s027.t006	A2
d000.s027.t009	A1
d000.s027.t010	B2
d000.s027.t011	C1
d000.s028.t000	A2
d000.s028.t000	B1
d000.s028.t003	A2
d000.s028.t004	C1
d000.s028.t005	A2
d000.s028.t006	C1
d000.s029.t001	A2
d000.s029.t002	A2
d000.s029.t002	B2
d000.s029.t003	A1
d000.s029.t007	A2
d000.s030.t001	A1
d000.s030.t002	B1
d000.s030.t003	C2
d000.s030.t004	B2
d000.s030.t007	B1
d000.s031.t000	C1
d000.s031.t001	B2
d000.s031.t002	A2
d000.s031.t003	B1
d000.s032.t001	B2
d000.s032.t002	C2
d000.s032.t003	C1
d000.s032.t006	C1
d000.s033.t001	A2
d000.s033.t003	A2
d000.s033.t004	A2
d000.s033.t005	B1
d000.s034.t003	B1
d000.s034.t004	B1
d000.s034.t005	B2
d000.s035.t002	B1
d000.s035.t004	B2
d000.s036.t000	B1
d000.s036.t001	B2
d000.s036.t003	A1
d000.s037.t004	B1
d000.s037.t005	B2
d000.s037.t006	A2
d000.s037.t007	C1
d000.s037.t009	B1
d000.s038.t000	B1
d000.s038.t002	A2
d000.s038.t004	B2
d000.s038.t007	C2
d000.s039.t000	A1
d000.s039.t001	A2
d000.s039.t003	A2
d000.s039.t005	A1
d000.s040.t003	A1
d000.s040.t004	A2
d000.s040.t004	B1
d000.s040.t005	A2
d000.s040.t006	B2
d000.s040.t007	A1
d000.s040.t007	A2
d000.s040.t009	B1
d000.s041.t001	A1
d000.s041.t002	A2
d000.s041.t002	B1
d000.s041.t003	A2
d000.s042.t003	A1
d000.s042.t003	A2
d000.s042.t004	A1
d000.s043.t000	A1
d000.s043.t003	B2
d000.s044.t000	A1
d000.s044.t001	B1
d000.s044.t003	B1
